|0000|004|1|01042011|30042011|LOJAS CARROSSEL COMERCIO E REPRESENTACOES LTDA|23455967000163||CE|060730463|2304400|||B|1|
|0001|0|
|0005|LOJAS CARROSSEL|60125160|RUA VISCONDE DE MAUA|2085||ALDEOTA|8532614533||lojascarrossel@hotmail.com|
|0100|JOSE ADRIANO PONTES FEITOSA|26472830363|CE011117O6||60025100|RUA MAJOR FACUNDO|844|SALAS 42 E 44|CENTRO|8532532340||adrianofeitosa44@yahoo.com.br|2304400|
|0150|2485|CIL COM. DE INFORM. LTDA - FOR|1058|24073694000589||062639579|2304400||ROD. BR 116, KM 06, NR 06 - MODS. 20/21||2555 MODULOS 20 E 21|CAJAZEIRAS|
|0150|6255|PAM IND.E COM.DE ALIMENTOS LTDA|1058|07209703000173||060150955|2304400||R Silva Paulet|769|LOJA 2|Meireles|
|0150|6263|PETROLEO BRASILEIRO S/A PETROBRAS|1058|33000167005502||061026182|2304400||Av Leite Barbosa||S/N|UNis do Porto|
|0150|800006974|ESMALTEC S A|1058|02948030000230||063050536|2307650||AVENIDA PARQUE OESTE|2130||DISTRITO INDUSTRIAL|
|0150|800006976|CONEXAO TRANSPORTES DIST E LOG LTDA|1058|63318604000281|||3518800||R Rua Paschoal Ricci|30||Jardim Presidente Dutra|
|0150|800006977|LOJAS CARROSSEL COMERCIO E REPRESENTACOES LTDA|1058|23455967000163|||2304400||RUA VISCONDE DE MAUA,2085 ALDEOTA|||ALDOTA|
|0150|800006983|WHIRLPOOL S.A.|1058|59105999006036||033829900|2607901||Av . Eixo da integracao|689||Bloco C2-C3|
|0150|800006984|MLOG ARMAZEM GERAL LTDA-GUARARAPES|1058|05117268000989||18158003410011|2607901||AV.EIXO DA INTEGRACAO, 689 - Bloco C2-C3||BL.D.GLD5 SALA 01||
|0150|800006985|MABE BRASIL ELETRODOMESTICOS LTDA|1058|60736279001250||748018519117|3519071||PQ PARQUE INDUSTRIAL BS CONTINEN|||JD.SAO CAMILO|
|0150|800006986|WHIRPOOL S.A|1058|59105999003959||250050889|4209102||DONA FRANCISCA|7200||INDUSTRIAL|
|0150|800006987|MLOG ARMAZEM GERAL LTDA-JLLE|1058|05117268000806||255247770|4209102||DONA FRANCISCA 7200||||
|0150|800006989|MLOG ARMAZEM GERAL LTDA-RC|1058|05117268000555||587274102112|3543907||AV. 80-A 77||||
|0150|800006990|PANASONIC DO BRASIL LIMITADA|1058|04403408000165||062001167|1302603||Rua Matrinxa|1155||D.INDUSTRIAL|
|0150|800006991|WHIRLPOOL ELETROMESTICOS AM S.A|1058|63699839000180||062001256|1302603||Av Torquato Tapajós|7500||Colônia Terra Nova|
|0150|800006992|PANASONIC DO BRASIL LIMITADA|1058|04403408000912||645482612112|3549904||Ro Presidente Dutra|155||Jardim das Indústrias|
|0150|800006994|ZAIRTON GASPAR DE OLIVEIRA FILHO|1058||12211680372||2304400||R R.BARBOSA DE FREITAS 171 APTO 500|||MEIRELES|
|0150|800006996|ALIMPORT DIST.IND.UTILID.DOMES.LTDA|1058|02169801000100||114898724110|3550308||R Cruzeiro|443|||
|0150|800007034|MLS TRANSP. E CARGAS LTDA|1058|11114508000218||336249093118|3518800||AV. JUSTINO DE MAIO, 840|840||Cidade Industrial SatÚlit|
|0150|800007042|IRMAOS FISCHER S/A IND.E COM.|1058|82984287000104||250176475|4202909||RD Antônio Heil|5600||Limoeiro|
|0150|800007045|MARGARIDA MAGDA BEZERRA F. FORTE|1058||06068219372||2304400||Av Beira Mar|1140|7 ANDAR|Meireles|
|0150|800007047|M. SHOP COMERCIAL LTDA|1058|01490698000800||116003947116|3550308||RUA LAGUNA||365|JD CARAVELAS|
|0150|800007072|TRANSFAX-LOG TRANSPORTES UNDA.|1058|09091520000121||336819340118|3518800||R Rua Corumbá de Goiás|111||Cidade Industrial SatÚlit|
|0150|800007073|DREAM TRAVEL|1058|09026449000101|||2300754||AV DOS COQUEIROS||S/NDOS COQUEIROS S/N|CENTRO|
|0150|800007074|SOYOS DIST.DE ART.VID.CRIST. S/A|1058|03449322000100||305075828113|3515707||R Prefeito Takume Koike|152||Núcleo Itaim|
|0150|800007075|PHILIPS DO BRASIL LTDA|1058|61086336014406||7070084780224|3170701||R Otto Salgado|250||Distrito Industrial Cláud|
|0150|800007076|BANCAFIL COM.DE EXP.E IMP.LTDA|1058|64095946000161||112728088116|3550308||R RUA BARRA DO TIBAJI,1126/1128||||
|0150|800007077|CEVA LOGISTCS LTDA|1058|43854116006484||407414996117|3525904||Av Engenheiro Tasso Pinheiro|1111||Distrito Industrial|
|0150|800007078|PHILIPS DO BRASIL LTDA.|1058|61086336001851||062001060|1302603||Avenida Torquato Tapajos|2236|Parte|Flores|
|0150|800007079|ELECTROLUX DO BRASIL S.A|1058|76487032004384||637314973110|3548906||R RODOVIA SP 318 S/N-KM245||||
|0150|800007080|EDFORT COML.IMPORT.EXP.LTDA|1058|01468951000152||115031859112|3550308||R RUA SERGIPE,|475|||
|0150|800007081|PHILIPS DO BRASIL LTDA|1058|61086336002157||407492589117|3525904||Av Engenheiro Tasso Pinheiro|1111||Vila Maringá|
|0150|800007082|PREMIUM - PREST DE SERV COMBINADOS P/ COND LTDA|1058|10857995000165|||2304400||Ru. Dom Expedito Lopes|2545||Dionisio Torres|
|0150|800007083|RCM ESTRUTURAS METALICAS S/S|1058|35246768000124|||2304400||Av Desembargador Moreira|2020||Aldeota|
|0150|800007084|SERVICOS EDUCACIONAIS SAPIENS LTDA|1058|04221686000100|||2304400||Av dos Expedicionários|9360||Benfica|
|0150|800007086|MALHADA HOTEIS LTDA|1058|10962574000102|||2307254||Av Manoel Teixeira|250|RUA DA MATRIZ 250|Centro|
|0150|800007088|ANA CECILIA FRANCO CAVALCANTE|1058||49187860813||2304400||R Leonardo Mota|460||Meireles|
|0150|800007089|INST.PROJ.INV.SAUDE E DESENV.SOCIAL|1058|73458630000188|||2304400||Av Santos Dumont|1890||Centro|
|0150|800007090|DAGMAR SANTOS MAGALNHAES|1058||73159150445||2307601||Pr JosÚ Osterne|79|RUA CORONEL GADELHA|Centro|
|0150|800007094|ALRIENIO SOARES DE ALMEIDA|1058||51210525372||2304400||R Maria Tomásia|1245||Aldeota|
|0150|800008026|LOJAS CARROSSEL COM. E REP.LTDA|1058|23455967000597||066697743|2304400||WASHINGTON SOARES||85 TERREO L.58A085|Edson Queiroz|
|0150|800008028|WHIRLPOOL S.A.|1058|59105999000348||587083307116|3543907||Av 80 A|777||Distrito Industrial|
|0150|800008033|UNIMED COOP.TRAB.MED.CIAL MARACANAU|1058|05868278000603|||2307650||R RUA DEZ|646|RUA 10 646|Jereissati I|
|0150|800008034|COND.EDIF.MAISON CHALES DEGAULLE|1058|11664125000132|||2304400||R Eduardo Garcia|716||Aldeota|
|0150|800008035|LIANE MARIA GALVAO|1058||19111134453||2304400||R Barbosa de Freitas|1111||Meireles|
|0150|800008036|FRANCISCO POTIGUARA DA FROTA|1058||31808182391||2304400||R Doutor JosÚ Lourenço|440||Meireles|
|0150|800008037|LUIZ GONZAGA NOGUEIRA MARQUES FILHO|1058||41059085372||2304400||R Marechal Rondon|100||Aldeota|
|0150|800008038|AFER DO BRASIL, LTDA.|1058|05409526000143||336704223117|3518800||Rua Umbuzeiro|162||Cid. Ind Satelite de SP|
|0190|UN|unidad|
|0190|PC|pacote|
|0190|UD|unidade|
|0190|CJ|conjunto|
|0190|JG|jogo|
|0190|PEC|pecote|
|0190|CX|Caixa|
|0200|030130|REF.BRASTEMP F.FREE 352L BRM39 INOX|||UN|00||||||
|0200|030133|REF.BRASTEMP F.FREE 352L BRM39 BR|||UN|00||||||
|0200|030250|SEC.BRASTEMP/PISO ROTAT.BSX10A PRATA|||UN|00||||||
|0200|030253|SEC.BRASTEMP/PISO ROTAT.BSR10A BR|||UN|00||||||
|0200|030303|LAVALOUCA BRASTEMP 12SERV.BLE12 BR|||UN|00||||||
|0200|030333|LAVAROUPA BRASTEMP 11KG BWL11 INOX|||UN|00||||||
|0200|030353|LAVASECA BRASTEMP 7kg/4Kg BWS24 PRATA|||UN|00||||||
|0200|030363|LAVAROUPA BRASTEMP 8KG BWB08A|||UN|00||||||
|0200|030373|LAVAROUPA TOTAL BRASTEMP 9KG BWL09A|||UN|00||||||
|0220|PC|1,000|
|0200|030383|LAVAROUPA BRASTEMP 11Kg BWL11 BR|||UN|00||||||
|0200|030433|FOGAO BRASTEMP CLEAN 4B BFO50BB BR|||UN|00||||||
|0200|030443|FOGAO BRASTEMP CLEAN 6B BFO76BB BR|||UN|00||||||
|0200|030450|FOGAO BRASTEMP CLEAN 4B BFO50 INOX|||UN|00||||||
|0200|030460|FOGAO BRASTEMP CLEAN 6B BFO76 INOX|||UN|00||||||
|0200|030523|DEPURADOR BRASTEMP DE VILLE 4B BAA60|||UN|00||||||
|0200|030533|DEPURADOR BRASTEMP DE VILLE 6B BAA80|||UN|00||||||
|0200|030543|DEPUR.BRASTEMP QUALITY 4B XAT60 INOX|||UN|00||||||
|0200|030553|DEPUR.BRASTEMP QUALITY 6B XAT80 INOX|||UN|00||||||
|0200|030910|COOKTOP BRASTEMP 5B GAS VIDRO BDD76|||UN|00||||||
|0200|030940|FRIGO.BRASTEMP PORT/VIDRO 80L BZA08|||UN|00||||||
|0200|030960|ADEGA BRASTEMP 12GARRFAS BZC12 PRETA|||UN|00||||||
|0200|030970|FRIGOBAR BRASTEMP 120L BRC12X INOX|||UN|00||||||
|0200|031073|FOG.BRAST.ATIVE EMB.5B TIME BY776 BR|||UN|00||||||
|0200|031130|COIFA BRASTEMP BAI91 INOX|||UN|00||||||
|0200|031170|FOG.BRASTEMP ATIVE 5B EMB. BY776 INOX|||UN|00||||||
|0200|031240|ASPIRADOR PO BRASTEMP CLEAN B7B14A|||UN|00||||||
|0200|040013|REF.CONSUL F.FREE 360L CRB36 BR|||UN|00||||||
|0200|040103|FREEZER CONSUL 260L CVU26D BR|||UN|00||||||
|0220|PC|1,000|
|0200|040133|FRIGOBAR CONSUL 120L CRC12A BR|||UN|00||||||
|0200|040173|FREEZER CONSUL 200L CVU20D BR|||UN|00||||||
|0200|040183|FREEZER CONSUL 100LTS CVT10B BRANCO|||UN|00||||||
|0200|040213|REF.CONSUL F.FREE 330L CRM33A BR|||UN|00||||||
|0220|PC|1,000|
|0200|040223|REF.CONSUL F.FREE 370L CRM37 BR|||UN|00||||||
|0200|040250|AR COND.CONSUL 7500 CCN07 C/CONT.|||UN|00||||||
|0200|040280|AR COND.CONSUL 12000 CCY12A C/CONTROLE|||UN|00||||||
|0200|040290|AR COND.CONSUL 10000 CCN10 C/CONT.|||UN|00||||||
|0220|PC|1,000|
|0200|040340|AR CONDICIONADO CONSUL 18000 CCI18C|||UN|00||||||
|0200|040383|FOG.CONSUL FACILITE 4B CF550 INOX|||UN|00||||||
|0200|040393|FOG.CONSUL FACILITE 6B CF576 INOX|||UN|00||||||
|0200|040423|LAVAROUPA CONSUL 7KG CWI07 BR|||UN|00||||||
|0200|040430|DEPURADOR CONSUL 4B CAT60 INOX|||UN|00||||||
|0200|040440|DEPURADOR CONSUL 6B CAT80 INOX|||UN|00||||||
|0200|040520|AR SPLIT CONSUL 12000BTU CBV12/CBY12|||UN|00||||||
|0220|PC|1,000|
|0200|040550|ASPIRADOR PO CONSUL LEVE C7P13B|||UN|00||||||
|0200|070410|TV CCE 14" C/CONTROLE HPS-1497|||UN|00||||||
|0200|070420|TV CCE 14" TELA PLANA TV-1418|||UN|00||||||
|0200|090240|GRILL/SANDUICHEIRA NKS I-15 PRETA/IN|||UN|00||||||
|0200|100030|FOGAO ESMALTEC SAMOA 4B INOX 4013|||UN|00||||||
|0220|UD|1,000|
|0200|100160|GELAGUA ESMALTEC EGC35B INOX PR|||UN|00||||||
|0220|UD|1,000|
|0200|100200|GELAGUA COLUNA ESMALTEC EGC35B|||UN|00||||||
|0200|100210|GELAGUA MESA ESMALTEC EGM30 BR|||UN|00||||||
|0200|120020|LIQUIDIFICADOR C/FILTRO MONDIAL L-51|||UN|00||||||
|0200|120060|PANIFICADORA MONDIAL PF-51|||UN|00||||||
|0200|120080|VENTILADOR COLUNA 40CM MONDIAL V-61|||UN|00||||||
|0200|120090|VENTILADOR 30CM MONDIAL NV-31|||UN|00||||||
|0200|120110|CIRCULADOR TORRE MONDIAL CT-01|||UN|00||||||
|0200|150040|VENTILADOR MALLORY BOREAL 30CM|||UN|00||||||
|0200|180203|F.MIC.PANASONIC FAMILY 35L NN-ST669|||UN|00||||||
|0200|180260|F.MI.PANASONIC PICCOLO NN-ST359 PRATA|||UN|00||||||
|0200|180280|TEL.S/FIO PANASONIC KXTG1371(1,9GHz)|||UN|00||||||
|0200|180290|TELEF.BINA PANASONIC KXTG1381(1,9GHZ)|||UN|00||||||
|0200|180580|RAMAL/SECRET.PANASONIC KX-TG6522|||UN|00||||||
|0200|180700|TV PANASONIC PLASMA 5O" 3D TC-P50UT50B|||UN|00||||||
|0200|180770|TV PANASONIC LCD DTV 32" TC-L32C30B|||UN|00||||||
|0200|180790|TV PANASONIC LCD 42" TC-L42U30B|||UN|00||||||
|0200|180860|LIXADOR/PEDICURE PANASONIC ES2502|||UN|00||||||
|0200|180920|SUPORTE P/TV LCD 17"A 60" FIXO|||UN|00||||||
|0200|220183|LAVAROUPA ELECTROLUX 9KG LTE09|||UN|00||||||
|0200|220283|F.ELECTROLUX F.FREE 236L FFE24 BR|||UN|00||||||
|0200|220370|FOG.ELECTROLUX 2xFORNO 4B INOX 56DTX|||UN|00||||||
|0200|290060|FORNO ELETRICO SUGGAR 23L FE2322 INOX|||UN|00||||||
|0200|290190|SANDUICHEIRA SUGGAR SD-2022|||UN|00||||||
|0200|290220|LIQUID.SUGGAR LIQMAX LQ2222|||UN|00||||||
|0200|290230|GRILL COOK PRESS SUGGAR GR2042|||UN|00||||||
|0200|290300|CAFETEIRA SUGGAR 20XIC.INOX CF2022|||UN|00||||||
|0200|330050|FERRO WALITA AUTOMATICO RI133|||UN|00||||||
|0200|330090|BATEDEIRA WALITA RI7110|||UN|00||||||
|0200|330150|LIQUID. WALITA ALUMINIO RI2094|||UN|00||||||
|0200|330210|LIQUID. WALITA 2V RI2008|||UN|00||||||
|0200|330250|SANDUIC.WALITA GRILL 2386 PANINI|||UN|00||||||
|0200|500561|PICADOR/CEBO.BLACK WHITE MIMO SF9213|||UN|00||||||
|0200|501850|LIXEIRA TELA 26CM MIMO ALX03|||UN|00||||||
|0200|502030|SACA ROLHA EMBORRACHADO MIMO AC9188|||UN|00||||||
|0200|502191|BAND./ALCA ONDUL.INOX PQ MIMO BJ1104|||UN|00||||||
|0200|502371|SUPORTE/PAREDE/UTENS.MIMO ASA9157|||UN|00||||||
|0200|502383|PRENDEDOR/ALIM.SILIC.4PC.MIMO SN1064|||UN|00||||||
|0200|502390|DESCANSO/PANELA SILIC.MIMO SN1057/58|||UN|00||||||
